LowFraming,555.581
LowFraming,658.364
HighFraming,562.028
HighFraming,534.085
HighFraming,576.478
HighFraming,589.775
LowFraming,549.344
LowFraming,566.006
LowFraming,544.893
LowFraming,570.519
HighFraming,568.036
LowFraming,586.31
LowFraming,705.452
HighFraming,567.558
HighFraming,1033.727
HighFraming,624.592
HighFraming,573.151
HighFraming,565.524
LowFraming,597.534
LowFraming,627.306
HighFraming,623.915
HighFraming,587.186
LowFraming,624.976
HighFraming,561.542
HighFraming,621.638
HighFraming,569.334
LowFraming,853.032
HighFraming,575.753
HighFraming,577.553
LowFraming,563.086
HighFraming,644.121
LowFraming,559.827
LowFraming,611.905
LowFraming,1019.311
HighFraming,628.755
HighFraming,559.469
LowFraming,637.924
LowFraming,591.393
HighFraming,539.501
HighFraming,1108.684
LowFraming,548.638
LowFraming,664.02
HighFraming,575.193
HighFraming,617.406
HighFraming,733.924
LowFraming,674.769
HighFraming,573.104
LowFraming,694.337
HighFraming,557.309
LowFraming,574.475
LowFraming,566.656
HighFraming,556.733
LowFraming,625.909
HighFraming,573.813
LowFraming,606.127
HighFraming,658.097
LowFraming,571.561
LowFraming,624.963
HighFraming,554.301
LowFraming,561.801
HighFraming,790.208
HighFraming,559.464
HighFraming,554.53
LowFraming,790.563
LowFraming,720.996
LowFraming,863.816
LowFraming,613.077
HighFraming,740.971
HighFraming,608.353
HighFraming,722.69
LowFraming,581.411
HighFraming,559.531
HighFraming,550.652
LowFraming,600.08
HighFraming,579.038
LowFraming,596.486
LowFraming,849.637
HighFraming,612.122
LowFraming,699.897
LowFraming,602.616
HighFraming,551.834
HighFraming,653.767
HighFraming,703.298
HighFraming,594.921
HighFraming,675.293
HighFraming,592.875
HighFraming,547.738
HighFraming,558.399
HighFraming,601.63
LowFraming,558.979
HighFraming,557.007
HighFraming,562.882
HighFraming,597.86
HighFraming,681.978
HighFraming,589.361
LowFraming,589.053
LowFraming,675.521
LowFraming,656.003
HighFraming,578.983
HighFraming,667.69
LowFraming,638.873
LowFraming,620.141
HighFraming,550.467
HighFraming,608.078
LowFraming,636.874
HighFraming,592.436
LowFraming,569.084
LowFraming,753.49
HighFraming,556.671
HighFraming,557.237
LowFraming,630.178
LowFraming,619.284
LowFraming,653.333
LowFraming,658.391
HighFraming,631.802
LowFraming,624.171
HighFraming,586.501
HighFraming,558.282
LowFraming,607.915
LowFraming,614.728
HighFraming,577.29
HighFraming,594.944
LowFraming,718.243
HighFraming,582.459
LowFraming,590.107
HighFraming,595.035
HighFraming,549.359
LowFraming,620.086
LowFraming,632.371
LowFraming,674.819
HighFraming,617.566
LowFraming,621.315
LowFraming,561.137
HighFraming,707.609
LowFraming,604.462
LowFraming,633.386
LowFraming,738.518
LowFraming,595.122
HighFraming,628.969
HighFraming,633.171
LowFraming,596.417
LowFraming,615.369
HighFraming,563.111
LowFraming,563.541
LowFraming,688.81
HighFraming,596.015
LowFraming,599.76
LowFraming,627.969
LowFraming,604.524
LowFraming,609.427
LowFraming,741.991
HighFraming,608.497
LowFraming,638.678
LowFraming,722.979
LowFraming,562.661
LowFraming,572.648
